Title,Rating,Year,Month,Runtime,Directors,Budget,Income,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Top_50_Director,Lead,Supporting,Lead_Top,Supporting_Top
Sunshine,7.2,2007,7,107,Danny Boyle,31460000.0,34806812.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Cillian Murphy, Rose Byrne,1,0
Before the Devil Knows You're Dead,7.3,2007,10,117,Sidney Lumet,18000000.0,25038466.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Philip Seymour Hoffman, Ethan Hawke,1,0
Knocked Up,6.9,2007,6,129,Judd Apatow,30000000.0,219922417.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Seth Rogen, Katherine Heigl,1,0
Pirates of the Caribbean: At World's End,7.1,2007,5,169,Gore Verbinski,300000000.0,960996492.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Johnny Depp, Orlando Bloom,1,0
Beowulf,6.3,2007,11,115,Robert Zemeckis,150000000.0,196393745.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ray Winstone, Crispin Glover,1,0
Hitman,6.2,2007,11,100,Xavier Gens,24000000.0,101276318.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Timothy Olyphant, Dougray Scott,1,0
Funny Games,6.5,2007,4,111,Michael Haneke,15000000.0,7938872.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Naomi Watts, Tim Roth,1,0
The Bourne Ultimatum,8.0,2007,8,115,Paul Greengrass,110000000.0,444100035.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Matt Damon, Edgar Ram rez,1,0
Good Luck Chuck,5.6,2007,9,96,Mark Helfrich,25000000.0,59768495.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Dane Cook, Jessica Alba,0,0
28 Weeks Later,6.9,2007,5,100,Juan Carlos Fresnadillo,15000000.0,65048678.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jeremy Renner, Rose Byrne,1,0
The Assassination of Jesse James by the Coward Robert Ford,7.5,2007,10,160,Andrew Dominik,30000000.0,15001776.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brad Pitt, Casey Affleck,1,0
1408,6.8,2007,6,104,Mikael H fstr m,25000000.0,132963417.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,John Cusack, Samuel L Jackson,1,0
"Lust, Caution",7.5,2007,10,157,Ang Lee,15000000.0,67091915.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Tony Chiu Wai Leung, Tang Wei,0,0
Ocean's Thirteen,6.9,2007,6,122,Steven Soderbergh,85000000.0,311312624.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,George Clooney, Brad Pitt,1,0
30 Days of Night,6.6,2007,10,113,David Slade,30000000.0,75513170.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Josh Hartnett, Melissa George,1,0
Paranormal Activity,6.3,2007,10,86,Oren Peli,15000.0,193355800.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Katie Featherston, Micah Sloat,0,0
P.S. I Love You,7.0,2007,12,126,Richard LaGravenese,30000000.0,156846321.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hilary Swank, Gerard Butler,1,0
Pathfinder,5.4,2007,4,99,Marcus Nispel,45000000.0,30984583.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karl Urban, Clancy Brown,1,0
Hostel: Part II,5.5,2007,6,94,Eli Roth,10200000.0,35728183.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lauren German, Heather Matarazzo,0,0
The Darjeeling Limited,7.2,2007,10,91,Wes Anderson,16000000.0,35310019.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Owen Wilson, Adrien Brody,1,0
Shrek the Third,6.1,2007,5,93,Chris Miller,160000000.0,813367380.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mike Myers, Cameron Diaz,1,0
Bee Movie,6.1,2007,11,91,Simon J Smithsonian,150000000.0,293514336.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Seinfeld, Ren e Zellweger,0,0
Grindhouse,7.5,2007,4,191,Robert Rodriguez,67000000.0,25422088.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Kurt Russell, Rose McGowan,1,0
Freedom Writers,7.6,2007,1,123,Richard LaGravenese,21000000.0,43095175.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hilary Swank, Imelda Staunton,1,0
Michael Clayton,7.2,2007,10,119,Tony Gilroy,25000000.0,92991835.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,George Clooney, Tilda Swinton,1,0
Georgia Rule,5.9,2007,5,113,Garry Marshall,20000000.0,25000167.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jane Fonda, Lindsay Lohan,1,0
Across the Universe,7.3,2007,10,133,Julie Taymor,45000000.0,29625761.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Evan Rachel Wood, Jim Sturgess,1,0
The Heartbreak Kid,5.8,2007,10,116,Bobby Farrelly,60000000.0,128453183.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ben Stiller, Michelle Monaghan,1,0
Halloween,6.0,2007,8,109,Rob Zombie,15000000.0,80460948.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Scout Taylor Compton, Malcolm McDowell,0,0
Big Stan,6.1,2007,6,105,Rob Schneider,10000000.0,8742330.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rob Schneider, David Carradine,1,0
Flawless,6.7,2007,3,108,Michael Radford,20000000.0,6819587.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Demi Moore, Michael Caine,1,0
Meet the Robinsons,6.8,2007,3,95,Stephen J Anderson,150000000.0,169333034.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daniel Hansen, Wesley Singerman,0,0
The Great Debaters,7.5,2007,12,126,Denzel Washington,15000000.0,30271556.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Denzel Washington, Forest Whitaker,1,0
REC,7.4,2007,11,78,Jaume Balaguer,1590000.0,32511655.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Manuela Velasco, Ferran Terraza,0,0
Cleaner,6.1,2007,1,88,Renny Harlin,25000000.0,5796630.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Samuel L Jackson, Ed Harris,0,0
Stomp the Yard,5.4,2007,1,115,Sylvain White,13000000.0,75511123.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Columbus Short, Meagan Good,0,0
Death at a Funeral,7.3,2007,9,90,Frank Oz,9000000.0,46789413.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matthew Macfadyen, Peter Dinklage,0,0
The Orphanage,7.4,2007,1,105,J A Bayona,3604000.0,78638987.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Bel n Rueda, Fernando Cayo,0,0
Once,7.8,2007,6,86,John Carney,150000.0,20936722.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Glen Hansard, Mark ta Irglov ,0,0
Surf's Up,6.7,2007,6,85,Ash Brannon,100000000.0,152005713.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shia LaBeouf, Zooey Deschanel,1,0
Resident Evil: Extinction,6.2,2007,9,94,Russell Mulcahy,45000000.0,147717833.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Milla Jovovich, Ali Larter,1,0
Disturbia,6.8,2007,4,105,D J Caruso,20000000.0,118114220.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Shia LaBeouf, David Morse,1,0
Lars and the Real Girl,7.3,2007,11,106,Craig Gillespie,12000000.0,11293663.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ryan Gosling, Emily Mortimer,1,0
Norbit,4.1,2007,2,102,Brian Robbins,60000000.0,159814490.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eddie Murphy, Thandiwe Newton,1,0
Evan Almighty,5.4,2007,6,96,Tom Shadyac,175000000.0,174440724.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Steve Carell, Morgan Freeman,1,0
The Bucket List,7.4,2007,1,97,Rob Reiner,45000000.0,175372502.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jack Nicholson, Morgan Freeman,1,0
Charlie Wilson's War,7.0,2007,12,102,Mike Nichols,75000000.0,119483446.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Hanks, Julia Roberts,1,0
Reign Over Me,7.4,2007,3,124,Mike Binder,20000000.0,22242388.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adam Sandler, Don Cheadle,1,0
Fantastic Four: Rise of the Silver Surfer,5.6,2007,6,92,Tim Story,130000000.0,301913131.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ioan Gruffudd, Jessica Alba,1,0
The Number 23,6.4,2007,2,98,Joel Schumacher,30000000.0,77677553.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Jim Carrey, Virginia Madsen,1,0
P2,5.9,2007,11,98,Franck Khalfoun,8000000.0,7766240.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Rachel Nichols, Wes Bentley,0,0
TMNT,6.2,2007,3,87,Kevin Munroe,34000000.0,95802916.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Patrick Stewart, Mako,1,0
Inside,6.7,2007,6,82,Alexandre Bustillo,2544000.0,792184.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alysson Paradis, Jean Baptiste Tabourin,0,0
La Vie En Rose,7.6,2007,7,140,Olivier Dahan,25000000.0,86852128.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Marion Cotillard, Sylvie Testud,1,0
The Holiday,6.9,2006,12,136,Nancy Meyers,85000000.0,205850134.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Kate Winslet, Cameron Diaz,1,0
The Santa Clause 3: The Escape Clause,4.8,2006,11,92,Michael Lembeck,12000000.0,110768122.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tim Allen, Martin Short,1,0
Casino Royale,8.0,2006,11,144,Martin Campbell,150000000.0,616505162.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Daniel Craig, Eva Green,1,0
The Departed,8.5,2006,10,151,Martin Scorsese,90000000.0,291480452.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Leonardo DiCaprio, Matt Damon,1,0
Pan's Labyrinth,8.2,2006,1,118,Guillermo del Toro,19000000.0,83862032.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Ivana Baquero, Ariadna Gil,0,0
Night at the Museum,6.4,2006,12,108,Shawn Levy,110000000.0,574481229.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben Stiller, Carla Gugino,1,0
The Prestige,8.5,2006,10,130,Christopher Nolan,40000000.0,109676311.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Christian Bale, Hugh Jackman,1,0
Apocalypto,7.8,2006,12,139,Mel Gibson,40000000.0,120673227.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gerardo Taracena, Raoul Max Trujillo,0,0
300,7.6,2006,3,117,Zack Snyder,65000000.0,456082343.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Gerard Butler, Lena Headey,1,0
Black Christmas,4.6,2006,12,95,Glen Morgan,9000000.0,21510851.0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,Michelle Trachtenberg, Mary Elizabeth Winstead,1,0
Cars,7.2,2006,6,117,John Lasseter,120000000.0,461991867.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Owen Wilson, Bonnie Hunt,1,0
Unaccompanied Minors,5.3,2006,12,90,Paul Feig,25000000.0,21949234.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dyllan Christopher, Tyler James Williams,0,0
Idiocracy,6.5,2006,1,84,Mike Judge,2400000.0,495303.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Luke Wilson, Maya Rudolph,1,0
Last Holiday,6.5,2006,1,112,Wayne Wang,45000000.0,43451846.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Queen Latifah, LL Cool J,1,0
Basic Instinct 2,4.4,2006,3,114,Michael Caton Jones,70000000.0,38629478.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Sharon Stone, David Morrissey,1,0
The Devil Wears Prada,6.9,2006,6,109,David Frankel,35000000.0,326706115.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anne Hathaway, Meryl Streep,1,0
Inside Man,7.6,2006,3,129,Spike Lee,45000000.0,186003591.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Denzel Washington, Clive Owen,1,0
Little Miss Sunshine,7.8,2006,8,101,Jonathan Dayton,8000000.0,101058954.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steve Carell, Toni Collette,1,0
The Lives of Others,8.4,2006,3,137,Florian Henckel von Donnersmarck,2000000.0,77356942.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Ulrich M he, Martina Gedeck,0,0
Little Children,7.5,2006,2,137,Todd Field,26000000.0,14821658.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Kate Winslet, Jennifer Connelly,1,0
Black Snake Moan,6.9,2006,3,116,Craig Brewer,15000000.0,10907485.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Christina Ricci, Samuel L Jackson,1,0
Children of Men,7.9,2006,1,109,Alfonso Cuar n,76000000.0,70595464.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Julianne Moore, Clive Owen,1,0
She's the Man,6.3,2006,3,105,Andy Fickman,20000000.0,57194667.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Amanda Bynes, Laura Ramsey,1,0
Pirates of the Caribbean: Dead Man's Chest,7.3,2006,7,151,Gore Verbinski,225000000.0,1066179747.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Johnny Depp, Orlando Bloom,1,0
The Pursuit of Happyness,8.0,2006,12,117,Gabriele Muccino,55000000.0,307127625.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Will Smith, Thandiwe Newton,1,0
Superman Returns,6.1,2006,6,154,Bryan Singer,270000000.0,391081192.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Brandon Routh, Kevin Spacey,0,0
Perfume: The Story of a Murderer,7.5,2006,1,147,Tom Tykwer,60000000.0,135039924.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ben Whishaw, Dustin Hoffman,0,0
Talladega Nights: The Ballad of Ricky Bobby,6.6,2006,8,108,Adam McKay,72500000.0,163362095.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Will Ferrell, John C Reilly,1,0
Blood Diamond,8.0,2006,12,143,Edward Zwick,100000000.0,171720398.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Leonardo DiCaprio, Djimon Hounsou,1,0
RV,5.6,2006,4,99,Barry Sonnenfeld,50000000.0,87528173.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Robin Williams, Cheryl Hines,1,0
The Da Vinci Code,6.6,2006,5,149,Ron Howard,125000000.0,760006945.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Tom Hanks, Audrey Tautou,1,0
Babel,7.5,2006,11,143,Alejandro G I rritu,25000000.0,135330182.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brad Pitt, Cate Blanchett,1,0
The Fountain,7.2,2006,11,97,Darren Aronofsky,35000000.0,16468343.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Hugh Jackman, Rachel Weisz,1,0
Silent Hill,6.5,2006,4,125,Christophe Gans,50000000.0,100605135.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Radha Mitchell, Laurie Holden,0,0
The Fast and the Furious: Tokyo Drift,6.0,2006,6,104,Justin Lin,85000000.0,158964610.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Lucas Black, Zachery Ty Bryan,0,0
Mission: Impossible III,6.9,2006,5,126,J J Abrams,150000000.0,398479497.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tom Cruise, Michelle Monaghan,1,0
Deja Vu,7.1,2006,11,126,Tony Scott,75000000.0,180557550.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Denzel Washington, Paula Patton,1,0
X-Men: The Last Stand,6.6,2006,5,104,Brett Ratner,210000000.0,460435291.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Patrick Stewart, Hugh Jackman,1,0
The Hills Have Eyes,6.4,2006,3,107,Alexandre Aja,15000000.0,70009308.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Ted Levine, Kathleen Quinlan,0,0
Accepted,6.4,2006,8,93,Steve Pink,23000000.0,38623262.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Justin Long, Jonah Hill,1,0
Click,6.4,2006,6,107,Frank Coraci,82500000.0,240685326.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Adam Sandler, Kate Beckinsale,1,0
Happy Feet,6.4,2006,11,108,George Miller,100000000.0,384336108.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elijah Wood, Brittany Murphy,1,0
Borat,7.3,2006,11,84,Larry Charles,18000000.0,262552893.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sacha Baron Cohen, Ken Davitian,1,0
The Pink Panther,5.6,2006,2,93,Shawn Levy,80000000.0,164115897.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steve Martin, Kevin Kline,1,0
Step Up,6.5,2006,8,104,Anne Fletcher,12000000.0,114197742.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Channing Tatum, Jenna Dewan,1,0
The Good Shepherd,6.7,2006,12,167,Robert De Niro,110000000.0,100266865.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Matt Damon, Angelina Jolie,1,0
Final Destination 3,5.8,2006,2,93,James Wong,25000000.0,118890272.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Mary Elizabeth Winstead, Ryan Merriman,1,0
Nacho Libre,5.8,2006,6,92,Jared Hess,35000000.0,99255460.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Jack Black, Ana de la Reguera,1,0
Slither,6.5,2006,3,95,James Gunn,15000000.0,12834936.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Nathan Fillion, Elizabeth Banks,0,0
Blades of Glory,6.3,2006,3,93,Josh Gordon,61000000.0,145710347.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Will Ferrell, Jon Heder,1,0
The Lake House,6.8,2006,6,99,Alejandro Agresti,40000000.0,114830111.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Keanu Reeves, Sandra Bullock,1,0
Marie Antoinette,6.5,2006,10,123,Sofia Coppola,40000000.0,60917189.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kirsten Dunst, Jason Schwartzman,1,0
Smokin' Aces,6.6,2006,1,108,Joe Carnahan,17000000.0,57232879.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeremy Piven, Ryan Reynolds,0,0
Aquamarine,5.3,2006,3,110,Elizabeth Allen Rosenbaum,12000000.0,22989957.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Emma Roberts, JoJo,1,0
The Fall,7.8,2006,5,117,Tarsem Singh,30000000.0,3669465.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lee Pace, Catinca Untaru,0,0
The Break-Up,5.8,2006,6,106,Peyton Reed,52000000.0,205668210.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jennifer Aniston, Vince Vaughn,1,0
This Is England,7.7,2006,4,101,Shane Meadows,1815000.0,8481254.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thomas Turgoose, Stephen Graham,0,0
The Illusionist,7.6,2006,9,110,Neil Burger,16500000.0,87892388.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Edward Norton, Jessica Biel,1,0
Charlotte's Web,6.3,2006,12,97,Gary Winick,85000000.0,148963822.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dakota Fanning, Julia Roberts,1,0
The Covenant,5.1,2006,9,97,Renny Harlin,20000000.0,37598767.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Steven Strait, Sebastian Stan,0,0
The Queen,7.3,2006,11,103,Stephen Frears,11858000.0,124923153.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Helen Mirren, Michael Sheen,1,0
Shortbus,6.4,2006,10,101,John Cameron Mitchell,2000000.0,5557564.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sook Yin Lee, Peter Stickles,0,0
Penelope,6.7,2006,2,104,Mark Palansky,15000000.0,21156270.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Christina Ricci, James McAvoy,1,0
Crank,6.9,2006,9,88,Mark Neveldine,12000000.0,42931041.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Jason Statham, Amy Smart,1,0
Lucky Number Slevin,7.7,2006,4,110,Paul McGuigan,27000000.0,56308881.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Josh Hartnett, Ben Kingsley,1,0
Firewall,5.8,2006,2,105,Richard Loncraine,50000000.0,82751189.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Harrison Ford, Virginia Madsen,1,0
Monster House,6.6,2006,7,91,Gil Kenan,75000000.0,141861243.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitchel Musso, Sam Lerner,0,0
Rocky Balboa,7.1,2006,12,102,Sylvester Stallone,24000000.0,155929020.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sylvester Stallone, Antonio Tarver,1,0
Clerks II,7.3,2006,7,97,Kevin Smith,5000000.0,26986174.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brian O Halloran, Jeff Anderson,0,0
Eragon,5.1,2006,12,104,Stefen Fangmeier,100000000.0,250425512.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ed Speleers, Sienna Guillory,0,0
Miami Vice,6.0,2006,7,132,Michael Mann,135000000.0,163794509.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colin Farrell, Jamie Foxx,1,0
Flushed Away,6.6,2006,11,85,David Bowers,149000000.0,178281554.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hugh Jackman, Kate Winslet,1,0
Stranger Than Fiction,7.6,2006,11,113,Marc Forster,30000000.0,53653224.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Will Ferrell, Emma Thompson,1,0
Snakes on a Plane,5.5,2006,8,105,David R Ellis,33000000.0,62022014.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Samuel L Jackson, Julianna Margulies,0,0
John Tucker Must Die,5.7,2006,7,89,Betty Thomas,18000000.0,68844775.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jesse Metcalfe, Ashanti,0,0
The Last King of Scotland,7.6,2006,1,123,Kevin Macdonald,6000000.0,48618191.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,James McAvoy, Forest Whitaker,1,0
Poseidon,5.7,2006,5,98,Wolfgang Petersen,160000000.0,181674817.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Richard Dreyfuss, Kurt Russell,1,0
A Good Year,6.9,2006,11,117,Ridley Scott,35000000.0,42269923.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Russell Crowe, Abbie Cornish,1,0
DOA: Dead or Alive,4.8,2006,6,87,Corey Yuen,21000000.0,7563172.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Jaime Pressly, Devon Aoki,0,0
The Guardian,6.9,2006,9,139,Andrew Davis,70000000.0,94973540.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Costner, Ashton Kutcher,1,0
