Title,Rating,Year,Month,Certificate,Runtime,Directors,Stars,Country_of_origin,top_50_director_1,top_50_director_2,top_1000_Stars_1,top_1000_Stars_2,top_1000_Stars_3,top_1000_Stars_4,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western,Budget_inf,Income_inf,Profit_inf,ROI_inf
Closer,7.2,2004,12,R,104.0,Mike Nichols,"Natalie Portman, Jude Law, Clive Owen, Julia Roberts","United States, United Kingdom",0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,39770798.23,170138041.62,130367243.39000002,0.7662439402069333
Kill Bill: Vol. 2,8.0,2004,4,R,137.0,Quentin Tarantino,"Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah",United States,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44189775.81,227015870.15,182826094.34,0.8053449929258173
Van Helsing,6.0,2004,5,PG-13,131.0,Stephen Sommers,"Hugh Jackman, Kate Beckinsale, Richard Roxburgh, Shuler Hensley","United States, Czech Republic",0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,235678804.34,442129957.74,206451153.4,0.4669467648274722
The Phantom of the Opera,7.2,2004,1,PG-13,143.0,Joel Schumacher,"Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson","United Kingdom, United States",0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,103109476.9,227834001.14,124724524.23999998,0.5474359560729435
The Passion of the Christ,7.2,2004,2,R,127.0,Mel Gibson,"Jim Caviezel, Monica Bellucci, Maia Morgenstern, Christo Jivkov",United States,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44189775.81,901551713.55,857361937.74,0.9509847575620528
The Machinist,7.7,2004,12,R,101.0,Brad Anderson,"Christian Bale, Jennifer Jason Leigh, Aitana S nchez Gij n, John Sharian","Spain, France, United Kingdom, United States",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7364962.64,12083303.85,4718341.21,0.390484363264605
Howl's Moving Castle,8.2,2004,6,PG,119.0,Hayao Miyazaki,"Chieko Baish , Takuya Kimura, Tatsuya Gash in, Akihiro Miwa",Japan,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35351820.65,349888938.53,314537117.88,0.8989627371516095
Raising Helen,6.0,2004,5,PG-13,119.0,Garry Marshall,"Kate Hudson, John Corbett, Joan Cusack, Hayden Panettiere",United States,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,73649626.36,73235142.46,-414483.90000000596,-0.005659631238191299
Dodgeball: A True Underdog Story,6.7,2004,6,PG-13,92.0,Rawson Marshall Thurber,"Ben Stiller, Christine Taylor, Vince Vaughn, Rip Torn","Germany, United States",0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29459850.54,248086154.77,218626304.23000002,0.8812515330921544
The Butterfly Effect,7.6,2004,1,R,113.0,"Eric Bress, J Mackye Gruber","Ashton Kutcher, Amy Smart, Melora Walters, Elden Henson","United States, Canada",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,19148902.85,142618702.59,123469799.74000001,0.8657335783999577
Spider-Man 2,7.4,2004,6,PG-13,127.0,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Alfred Molina, James Franco",United States,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,294598505.43,1162156419.37,867557913.9399998,0.7465070101409407
Crash,7.8,2004,5,R,112.0,Paul Haggis,"Don Cheadle, Sandra Bullock, Thandiwe Newton, Karina Arroyave","United States, Germany, Australia",0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9574451.43,144957284.45,135382833.01999998,0.9339498427669393
Saw,7.6,2004,10,R,103.0,James Wan,"Cary Elwes, Leigh Whannell, Danny Glover, Ken Leung",United States,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1767591.03,153061111.92,151293520.89,0.9884517301107556
Collateral,7.5,2004,8,R,120.0,Michael Mann,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo",United States,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95744514.26,324411763.71,228667249.45,0.7048673168782237
Downfall,8.2,2004,4,R,156.0,Oliver Hirschbiegel,"Bruno Ganz, Alexandra Maria Lara, Ulrich Matthes, Juliane K hler","Germany, Austria, Italy",0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,21078523.06,135782769.64,114704246.57999998,0.8447629024221162
White Chicks,5.7,2004,6,PG-13,109.0,Keenen Ivory Wayans,"Marlon Wayans, Shawn Wayans, Busy Philipps, Maitland Ward",United States,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54500723.5,166596740.74,112096017.24000001,0.672858404924879
Shrek 2,7.3,2004,5,PG,93.0,"Andrew Adamson, Kelly Asbury, Conrad Vernon","Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews",United States,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220948879.07,1368057673.72,1147108794.65,0.8384944704347154
9 Songs,4.8,2004,3,Not Rated,71.0,Michael Winterbottom,"Kieran O Brien, Margo Stilley, Robert Levon Been, Black Rebel Motorcycle Club",United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1782320.96,2342511.8,560190.8399999999,0.23914109632233224
The Village,6.6,2004,7,PG-13,108.0,M Night Shyamalan,"Sigourney Weaver, William Hurt, Joaquin Phoenix, Bryce Dallas Howard",United States,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,88379551.63,378113528.7,289733977.07,0.7662618633777544
Dawn of the Dead,7.3,2004,3,R,101.0,Zack Snyder,"Sarah Polley, Ving Rhames, Mekhi Phifer, Jake Weber","United States, Canada, Japan, France",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38297805.71,150655778.46,112357972.75,0.7457926532823412
Layer Cake,7.3,2004,6,R,105.0,Matthew Vaughn,"Daniel Craig, Sienna Miller, Michael Gambon, Tom Hardy",United Kingdom,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7129283.83,17455276.67,10325992.840000002,0.5915685574750618
EuroTrip,6.6,2004,2,R,92.0,"Jeff Schaffer, Alec Berg, David Mandel","Scott Mechlowicz, Jacob Pitts, Michelle Trachtenberg, Travis Wester",United States,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36824813.18,33297221.44,-3527591.7399999984,-0.10594252575568655
Ocean's Twelve,6.5,2004,12,PG-13,125.0,Steven Soderbergh,"George Clooney, Brad Pitt, Julia Roberts, Catherine Zeta Jones",United States,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,162029177.99,534319613.71,372290435.71999997,0.6967560728962109
Anchorman: The Legend of Ron Burgundy,7.1,2004,7,PG-13,94.0,Adam McKay,"Will Ferrell, Christina Applegate, Steve Carell, Paul Rudd",United States,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38297805.71,133614219.73,95316414.02000001,0.7133702850835038
The Terminal,7.4,2004,6,PG-13,128.0,Steven Spielberg,"Tom Hanks, Catherine Zeta Jones, Chi McBride, Stanley Tucci",United States,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,88379551.63,322732786.43,234353234.8,0.7261525467937875
The Aviator,7.5,2004,12,PG-13,170.0,Martin Scorsese,"Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C Reilly","United States, Germany",1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,162029177.99,314807877.47,152778699.48000002,0.48530773978030217
Shaun of the Dead,7.9,2004,9,R,99.0,Edgar Wright,"Simon Pegg, Nick Frost, Kate Ashfield, Lucy Davis","United Kingdom, France, United States",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7129283.83,55884801.78,48755517.95,0.8724289323228589
A Series of Unfortunate Events,6.8,2004,12,PG,108.0,Brad Silberling,"Jim Carrey, Jude Law, Meryl Streep, Liam Aiken","Germany, United States",0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,206218953.8,311491129.89,105272176.08999997,0.3379620348328243
13 Going on 30,6.2,2004,4,PG-13,98.0,Gary Winick,"Jennifer Garner, Mark Ruffalo, Judy Greer, Andy Serkis",United States,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,54500723.5,142078520.88,87577797.38,0.6164042026730311
Hellboy,6.8,2004,4,PG-13,122.0,Guillermo del Toro,"Ron Perlman, Doug Jones, Selma Blair, John Hurt",United States,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97217506.79,146384502.26,49166995.469999984,0.3358756884159247
A Cinderella Story,5.9,2004,7,PG,95.0,Mark Rosman,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd","United States, Canada",0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,27986858.02,103209506.35,75222648.33,0.7288344939361295
50 First Dates,6.8,2004,2,PG-13,99.0,Peter Segal,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin",United States,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,110474439.54,292419852.27,181945412.72999996,0.6222060893526624
Million Dollar Baby,8.1,2004,1,PG-13,132.0,Clint Eastwood,"Hilary Swank, Clint Eastwood, Morgan Freeman, Jay Baruchel",United States,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,44189775.81,319291230.72,275101454.91,0.8616004087855708
King Arthur,6.3,2004,7,PG-13,126.0,Antoine Fuqua,"Clive Owen, Stephen Dillane, Keira Knightley, Ioan Gruffudd","Ireland, United Kingdom, United States",0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,176759103.26,299853932.13,123094828.87,0.41051597354618957
Harold & Kumar Go to White Castle,7.0,2004,7,R,88.0,Danny Leiner,"John Cho, Kal Penn, Ethan Embry, Rob Tinkler","United States, Canada, Germany",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13256932.74,35258886.61,22001953.869999997,0.624011589287107
The Life Aquatic with Steve Zissou,7.2,2004,12,R,119.0,Wes Anderson,"Bill Murray, Owen Wilson, Anjelica Huston, Cate Blanchett",United States,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73649626.36,51274314.55,-22375311.810000002,-0.43638441598630795
Garden State,7.4,2004,8,R,102.0,Zach Braff,"Zach Braff, Peter Sarsgaard, Natalie Portman, Ian Holm",United States,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3682481.32,52770422.75,49087941.43,0.9302169448699367
The Punisher,6.4,2004,4,R,124.0,Jonathan Hensleigh,"Thomas Jane, John Travolta, Samantha Mathis, Laura Harring","United States, Germany",0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48608753.4,80572845.9,31964092.500000007,0.3967104815891827
The Bourne Supremacy,7.7,2004,7,PG-13,108.0,Paul Greengrass,"Matt Damon, Franka Potente, Joan Allen, Brian Cox","United States, Germany, Russia, India",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,110474439.54,428398177.87,317923738.33,0.7421220601607598
Mysterious Skin,7.6,2004,6,Unrated,105.0,Gregg Araki,"Brady Corbet, Joseph Gordon Levitt, Elisabeth Shue, Chase Ellison","United States, Netherlands",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2257997.38,0.0,0.0
Meet the Fockers,6.3,2004,12,PG-13,115.0,Jay Roach,"Ben Stiller, Robert De Niro, Blythe Danner, Teri Polo",United States,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,117839402.17,769871233.99,652031831.82,0.8469362187241684
Dead Man's Shoes,7.6,2004,10,Not Rated,90.0,Shane Meadows,"Paddy Considine, Gary Stretch, Toby Kebbell, Stuart Wolfenden",United Kingdom,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1239413.52,299680.33,-939733.19,-3.1357853550147916
Birth,6.2,2004,10,R,100.0,Jonathan Glazer,"Nicole Kidman, Cameron Bright, Lauren Bacall, Danny Huston","United Kingdom, France, Germany, United States",0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,29459850.54,35242070.92,5782220.380000003,0.16407152670243824
The Chronicles of Riddick,6.6,2004,6,R,119.0,David Twohy,"Vin Diesel, Judi Dench, Colm Feore, Thandiwe Newton",United States,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,154664215.35,170720620.48,16056405.129999995,0.09405076601089914
Walking Tall,6.2,2004,4,PG-13,86.0,Kevin Bray,"Dwayne Johnson, Ashley Scott, Johnny Knoxville, Michael Bowen",United States,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67757656.25,84290362.34,16532706.090000004,0.1961399338077635
"I, Robot",7.1,2004,7,PG-13,115.0,Alex Proyas,"Will Smith, Bridget Moynahan, Bruce Greenwood, Alan Tudyk","United States, Germany",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,176759103.26,520163592.84,343404489.58,0.6601855537506441
Before Sunset,8.1,2004,7,R,80.0,Richard Linklater,"Ethan Hawke, Julie Delpy, Vernon Dobtcheff, Louise Lemoine Torr s","United States, France",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3977079.82,23346576.56,19369496.74,0.8296504067832375
House of Flying Daggers,7.5,2004,1,PG-13,119.0,Yimou Zhang,"Ziyi Zhang, Takeshi Kaneshiro, Andy Lau, Dandan Song","China, Hong Kong",0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,136787897.03,0.0,0.0
Sideways,7.5,2004,10,R,127.0,Alexander Payne,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh","United States, Hungary",0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,23567880.43,161597489.54,138029609.10999998,0.8541568900786278
Alexander,5.6,2004,11,R,175.0,Oliver Stone,"Colin Farrell, Anthony Hopkins, Rosario Dawson, Angelina Jolie","United States, United Kingdom, Germany, Netherlands, France, Italy",0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,228313841.71,246428986.62,18115144.909999996,0.0735106091148848
Ella Enchanted,6.3,2004,4,PG,96.0,Tommy O Haver,"Anne Hathaway, Hugh Dancy, Cary Elwes, Joanna Lumley","United States, Ireland, United Kingdom",0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45662768.34,40343449.12,-5319319.220000006,-0.1318508787926858
Mindhunters,6.3,2004,5,R,106.0,Renny Harlin,"Val Kilmer, LL Cool J, Christian Slater, Eion Bailey","Netherlands, United Kingdom, Finland, United States",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,39770798.23,31152067.08,-8618731.149999999,-0.27666642883975195
Along Came Polly,6.0,2004,1,PG-13,90.0,John Hamburg,"Ben Stiller, Jennifer Aniston, Debra Messing, Philip Seymour Hoffman",United States,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61865686.14,262651844.32,200786158.18,0.7644574463195988
The Princess Diaries 2: Royal Engagement,5.8,2004,8,G,113.0,Garry Marshall,"Anne Hathaway, Callum Blue, Julie Andrews, Hector Elizondo",United States,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,58919701.09,198462883.66,139543182.57,0.7031197974985627
Scooby-Doo 2: Monsters Unleashed,5.1,2004,3,PG,93.0,Raja Gosnell,"Freddie Prinze Jr , Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini","United States, Canada",0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117839402.17,266963887.06,149124484.89,0.5585942223581886
Kung Fu Hustle,7.7,2004,4,R,99.0,Stephen Chow,"Stephen Chow, Wah Yuen, Qiu Yuen, Siu Lung Leung","Hong Kong, China, United States",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29459850.54,154491057.71,125031207.17000002,0.809310318819229
Blade: Trinity,5.8,2004,12,R,113.0,David S Goyer,"Wesley Snipes, Kris Kristofferson, Parker Posey, Ryan Reynolds",United States,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,95744514.26,194402466.34,98657952.08,0.5074933149636707
Spanglish,6.4,2004,12,PG-13,131.0,James L Brooks,"Adam Sandler, T a Leoni, Paz Vega, Cloris Leachman",United States,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,117839402.17,81707122.32,-36132279.85000001,-0.4422170163880031
Alien vs. Predator,5.6,2004,8,PG-13,101.0,Paul W S Anderson,"Sanaa Lathan, Lance Henriksen, Raoul Bova, Ewen Bremner","Czech Republic, United Kingdom, Germany, Canada, United States",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88379551.63,261348777.68,172969226.05,0.6618329252788262
Resident Evil: Apocalypse,6.1,2004,9,R,94.0,Alexander Witt,"Milla Jovovich, Sienna Guillory, Eric Mabius, Oded Fehr","Germany, United Kingdom, United States, Canada, France",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,66284663.72,190520932.18,124236268.46000001,0.6520872380711653
Garfield,5.0,2004,6,PG,80.0,Peter Hewitt,"Breckin Meyer, Jennifer Love Hewitt, Stephen Tobolowsky, Bill Murray",United States,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73649626.36,299271451.96,225621825.59999996,0.7539036019718851
Team America: World Police,7.2,2004,10,R,98.0,Trey Parker,"Trey Parker, Matt Stone, Elle Russ, Kristen Miller","United States, Germany",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47135760.87,74867640.93,27731880.06000001,0.37041209948005244
Friday Night Lights,7.2,2004,10,PG-13,118.0,Peter Berg,"Billy Bob Thornton, Jay Hernandez, Derek Luke, Lucas Black","United States, Germany",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,44189775.81,91253021.26,47063245.45,0.5157445178270473
Shark Tale,6.0,2004,10,PG,90.0,"Bibo Bergeron, Vicky Jenson, Rob Letterman","Will Smith, Robert De Niro, Ren e Zellweger, Angelina Jolie",United States,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110474439.54,551759254.56,441284815.0199999,0.7997778222531169
The Grudge,5.9,2004,10,PG-13,91.0,Takashi Shimizu,"Sarah Michelle Gellar, Jason Behr, Clea DuVall, William Mapother","United States, Japan",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,14729925.27,275863682.87,261133757.6,0.9466043332824587
The Manchurian Candidate,6.6,2004,7,R,129.0,Jonathan Demme,"Denzel Washington, Liev Schreiber, Meryl Streep, Kimberly Elise",United States,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,117839402.17,141563287.25,23723885.08,0.1675850112049443
Hotel Rwanda,8.1,2004,2,PG-13,121.0,Terry George,"Don Cheadle, Sophie Okonedo, Joaquin Phoenix, Xolani Mali","United Kingdom, South Africa, Italy, United States",0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,25777369.23,49908290.74,24130921.51,0.48350526840743496
Starsky & Hutch,6.1,2004,3,PG-13,101.0,Todd Phillips,"Ben Stiller, Owen Wilson, Snoop Dogg, Vince Vaughn",United States,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88379551.63,250804596.36,162425044.73000002,0.6476159013324393
Ray,7.7,2004,10,PG-13,152.0,Taylor Hackford,"Jamie Foxx, Regina King, Kerry Washington, Clifton Powell",United States,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,58919701.09,182608910.43,123689209.34,0.6773448735263887
Club Dread,5.6,2004,2,R,104.0,Jay Chandrasekhar,"Jay Chandrasekhar, Bill Paxton, Kevin Heffernan, Elena Lyons","United States, Mexico",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,12667735.73,11144377.17,-1523358.5600000005,-0.1366930189782872
Miracle,7.4,2004,2,PG,135.0,Gavin O Connor,"Kurt Russell, Patricia Clarkson, Nathan West, Noah Emmerich","Canada, United States",0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,41243790.76,94928046.29,53684255.53000001,0.565525760068816
Taking Lives,6.2,2004,3,R,103.0,D J Caruso,"Angelina Jolie, Ethan Hawke, Kiefer Sutherland, Gena Rowlands","United States, United Kingdom",0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,66284663.72,96437599.97,30152936.25,0.31266784178971724
First Daughter,5.0,2004,9,PG,106.0,Forest Whitaker,"Katie Holmes, Marc Blucas, Michael Keaton, Amerie",United States,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,44189775.81,15602201.99,-28587573.82,-1.832278151399577
She Hate Me,5.3,2004,7,R,138.0,Spike Lee,"Anthony Mackie, Kerry Washington, Ellen Barkin, Monica Bellucci",United States,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11783940.22,2249187.41,-9534752.81,-4.239198906951022
My Summer of Love,6.7,2004,7,R,86.0,Pawel Pawlikowski,"Natalie Press, Emily Blunt, Paddy Considine, Dean Andrews",United Kingdom,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3029945.63,4075734.97,1045789.3400000003,0.2565891422522992
Taxi,4.5,2004,10,PG-13,97.0,Tim Story,"Queen Latifah, Jimmy Fallon, Gisele B ndchen, Henry Simmons","France, United States",0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36824813.18,104958086.94,68133273.75999999,0.6491474430069294
Catwoman,3.4,2004,7,PG-13,104.0,Pitof,"Halle Berry, Sharon Stone, Benjamin Bratt, Lambert Wilson",United States,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147299252.72,120936190.73,-26363061.989999995,-0.21799150304690595
Finding Neverland,7.7,2004,12,PG,106.0,Marc Forster,"Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell","United States, United Kingdom",0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36824813.18,171825481.24,135000668.06,0.7856847953269261
The SpongeBob SquarePants Movie,7.1,2004,11,PG,87.0,"Stephen Hillenburg, Mark Osborne","Tom Kenny, Jeffrey Tambor, Rodger Bumpass, Carolyn Lawrence",United States,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44189775.81,207790823.9,163601048.09,0.7873352875713777
The Stepford Wives,5.3,2004,6,PG-13,93.0,Frank Oz,"Nicole Kidman, Bette Midler, Matthew Broderick, Glenn Close",United States,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,132569327.44,152263424.6,19694097.159999996,0.12934227121015376
Noel,6.1,2004,11,PG,96.0,Chazz Palminteri,"Susan Sarandon, Pen lope Cruz, Paul Walker, Alan Arkin","United States, Canada",0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3359784.01,0.0,0.0
Alfie,6.2,2004,11,R,103.0,Charles Shyer,"Jude Law, Sienna Miller, Susan Sarandon, Ren e Taylor","United Kingdom, United States",0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,88379551.63,51644417.18,-36735134.449999996,-0.7113089169341265
Without a Paddle,5.8,2004,8,PG-13,95.0,Steven Brill,"Matthew Lillard, Seth Green, Dax Shepard, Matthew Price","United States, New Zealand",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27986858.02,107571451.13,79584593.11,0.739830059685837
2046,7.4,2004,9,R,129.0,Kar Wai Wong,"Tony Chiu Wai Leung, Ziyi Zhang, Faye Wong, Gong Li","Hong Kong, China, France, Italy, Germany",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,17675910.33,29762929.07,12087018.740000002,0.4061098526819156
A Very Long Engagement,7.6,2004,1,R,133.0,Jean Pierre Jeunet,"Audrey Tautou, Gaspard Ulliel, Jodie Foster, Dominique Pinon","France, United States",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,83371377.04,102261606.2,18890229.159999996,0.1847245497303757
Love Actually,7.6,2003,11,R,135.0,Richard Curtis,"Hugh Grant, Martine McCutcheon, Liam Neeson, Laura Linney","United Kingdom, France, United States",0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,60257237.22,372624777.45,312367540.23,0.838289773341534
Elf,7.0,2003,11,PG,97.0,Jon Favreau,"Will Ferrell, James Caan, Bob Newhart, Zooey Deschanel",United States,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49712220.71,341265193.87,291552973.16,0.8543296486047823
