Title,Rating,Year,Month,Certificate,Runtime,Directors,Stars,Country_of_origin,top_50_director_1,top_50_director_2,top_1000_Stars_1,top_1000_Stars_2,top_1000_Stars_3,top_1000_Stars_4,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western,Budget_inf,Income_inf,Profit_inf,ROI_inf
Guardians of the Galaxy Vol. 2,7.6,2017,5,PG-13,136.0,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel",United States,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225801498.2,975187051.96,749385553.76,0.7684531416345529
Daddy's Home 2,6.0,2017,11,PG-13,100.0,Sean Anders,"Will Ferrell, Mark Wahlberg, Mel Gibson, John Lithgow",United States,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77901516.88,203914360.27,126012843.39000002,0.6179694417948214
Wonder Woman,7.4,2017,6,PG-13,141.0,Patty Jenkins,"Gal Gadot, Chris Pine, Robin Wright, Lucy Davis","United States, China",0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,168222116.16,929008652.88,760786536.72,0.8189229824302517
The Star,6.2,2017,11,PG,86.0,Timothy Reckart,"Steven Yeun, Keegan Michael Key, Aidy Bryant, Gina Rodriguez",United States,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22580149.82,71783534.8,49203384.98,0.6854410989524021
The Greatest Showman,7.5,2017,12,PG,105.0,Michael Gracey,"Hugh Jackman, Michelle Williams, Zac Efron, Zendaya",United States,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,94836629.24,491945289.31,397108660.07,0.8072211863782304
Baby Driver,7.6,2017,6,R,113.0,Edgar Wright,"Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza Gonz lez","United Kingdom, United States",0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38386254.69,256222703.26,217836448.57,0.8501840227208599
The Killing of a Sacred Deer,7.0,2017,11,R,121.0,Yorgos Lanthimos,"Barry G Bernson, Herb Caillouet, Bill Camp, Raffey Cassidy","Ireland, United Kingdom",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,7933914.99,0.0,0.0
Star Wars: Episode VIII - The Last Jedi,6.9,2017,12,PG-13,152.0,Rian Johnson,"Daisy Ridley, John Boyega, Mark Hamill, Carrie Fisher",United States,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,357895374.64,1504626962.29,1146731587.65,0.7621368062584143
Mother!,6.6,2017,9,R,121.0,Darren Aronofsky,"Jennifer Lawrence, Javier Bardem, Ed Harris, Michelle Pfeiffer",United States,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,33870224.73,50260025.35,16389800.620000005,0.3261001264099045
Spider-Man: Homecoming,7.4,2017,7,PG-13,133.0,Jon Watts,"Tom Holland, Michael Keaton, Robert Downey Jr , Marisa Tomei",United States,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,197576310.92,993715050.51,796138739.59,0.8011740782042108
Baywatch,5.5,2017,5,R,116.0,Seth Gordon,"Dwayne Johnson, Zac Efron, Alexandra Daddario, Priyanka Chopra Jonas","United Kingdom, China, United States",0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77901516.88,200801604.2,122900087.32,0.6120473380162368
Thor: Ragnarok,7.9,2017,11,PG-13,130.0,Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Mark Ruffalo","United States, Australia",0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203221348.38,964154196.57,760932848.19,0.7892231874289771
Coco,8.4,2017,11,PG,105.0,"Lee Unkrich, Adrian Molina","Anthony Gonzalez, Gael Garc a Bernal, Benjamin Bratt, Alanna Ubach",United States,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197576310.92,912032446.9,714456135.98,0.7833670155140179
The Man Who Invented Christmas,7.0,2017,11,PG,104.0,Bharat Nalluri,"Dan Stevens, Mark Schrier, Patrick Joseph Byrnes, Miriam Margolyes","Ireland, Canada",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9175522.91,0.0,0.0
Jumanji: Welcome to the Jungle,6.9,2017,12,PG-13,119.0,Jake Kasdan,"Dwayne Johnson, Karen Gillan, Kevin Hart, Jack Black",United States,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101610674.19,1123745319.16,1022134644.97,0.9095785562284219
The Snowman,5.1,2017,10,R,119.0,Tomas Alfredson,"Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Jonas Karlsson","United Kingdom, United States, Sweden, China",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,39515262.18,48722612.94,9207350.759999998,0.18897489696085248
The Post,7.2,2017,1,PG-13,116.0,Steven Spielberg,"Meryl Streep, Tom Hanks, Sarah Paulson, Bob Odenkirk","United States, United Kingdom",1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,56450374.55,212022257.57,155571883.01999998,0.7337526012741248
Pirates of the Caribbean: Dead Men Tell No Tales,6.5,2017,5,PG-13,129.0,"Joachim R nning, Espen Sandberg","Johnny Depp, Geoffrey Rush, Javier Bardem, Orlando Bloom","United States, Australia, United Kingdom, Canada",0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,259671722.93,897427102.46,637755379.53,0.710648673058574
Justice League,6.1,2017,11,PG-13,120.0,Zack Snyder,"Ben Affleck, Gal Gadot, Jason Momoa, Ezra Miller","United States, Canada, United Kingdom",1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,338702247.29,742804496.84,404102249.55,0.5440223521385649
Lady Bird,7.4,2017,12,R,94.0,Greta Gerwig,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges",United States,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11290074.91,89179222.38,77889147.47,0.8734001642008936
John Wick: Chapter 2,7.4,2017,2,R,122.0,Chad Stahelski,"Keanu Reeves, Riccardo Scamarcio, Ian McShane, Ruby Rose","United States, Italy, Hong Kong, Canada",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45160299.64,193678753.52,148518453.88,0.7668288399257145
Ingrid Goes West,6.6,2017,8,R,98.0,Matt Spicer,"Aubrey Plaza, Elizabeth Olsen, O Shea Jackson Jr , Wyatt Russell",United States,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3552795.77,0.0,0.0
Life,6.6,2017,3,R,104.0,Daniel Espinosa,"Jake Gyllenhaal, Rebecca Ferguson, Ryan Reynolds, Hiroyuki Sanada",United States,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,65482434.48,113512452.13,48030017.65,0.42312554040321215
Phantom Thread,7.4,2017,1,R,130.0,Paul Thomas Anderson,"Vicky Krieps, Daniel Day Lewis, Lesley Manville, Julie Vollono","United States, United Kingdom, China",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,39515262.18,53943744.21,14428482.030000001,0.26747275780173363
Molly's Game,7.4,2017,1,R,140.0,Aaron Sorkin,"Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera","United States, Canada, China",0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33870224.73,66932097.03,33061872.300000004,0.49396139919508514
Alien: Covenant,6.4,2017,5,R,122.0,Ridley Scott,"Michael Fassbender, Katherine Waterston, Billy Crudup, Danny McBride","United Kingdom, United States",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,109513726.63,271968604.94,162454878.31,0.5973295275969069
What Happened to Monday,6.8,2017,8,TV-MA,123.0,Tommy Wirkola,"Noomi Rapace, Glenn Close, Willem Dafoe, Marwan Kenzari","United Kingdom, France, United States, Belgium",0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,31584468.9,0.0,0.0
2:22,5.7,2017,6,PG-13,98.0,Paul Currie,"Michiel Huisman, Teresa Palmer, Sam Reid, John Waters","Australia, United States",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,4454757.6,0.0,0.0
King Arthur: Legend of the Sword,6.7,2017,5,PG-13,126.0,Guy Ritchie,"Charlie Hunnam, Astrid Berg s Frisbey, Jude Law, Djimon Hounsou","United Kingdom, United States, Australia",1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,197576310.92,167855263.24,-29721047.679999977,-0.17706354335463836
Power Rangers,5.9,2017,3,PG-13,124.0,Dean Israelite,"Dacre Montgomery, Naomi Scott, RJ Cyler, Ludi Lin","United States, Hong Kong, Japan, Canada, New Zealand",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112900749.1,160699810.21,47799061.110000014,0.2974431708882353
Wonder,7.9,2017,11,PG,113.0,Stephen Chbosky,"Jacob Tremblay, Owen Wilson, Izabela Vidovic, Julia Roberts","United States, Hong Kong, Canada",0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22580149.82,355666634.82,333086485.0,0.9365131625815066
Atomic Blonde,6.7,2017,7,R,115.0,David Leitch,"Charlize Theron, James McAvoy, John Goodman, Eddie Marsan","United States, Germany, Sweden, Hungary",0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33870224.73,112916583.43,79046358.70000002,0.7000420690996461
The Mummy,5.4,2017,6,PG-13,110.0,Alex Kurtzman,"Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe","United States, China, Japan",0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,141125936.37,462025549.85,320899613.48,0.6945494974989639
Logan Lucky,7.0,2017,8,PG-13,118.0,Steven Soderbergh,"Channing Tatum, Adam Driver, Daniel Craig, Farrah Mackenzie","United States, China",0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32741217.24,54704483.01,21963265.77,0.40148932156044886
Hostiles,7.2,2017,1,R,134.0,Scott Cooper,"Scott Shepherd, Rosamund Pike, Ava Cooper, Stella Cooper",United States,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,44031292.15,40270587.39,-3760704.759999998,-0.09338589287460597
Kingsman: The Golden Circle,6.7,2017,9,R,141.0,Matthew Vaughn,"Taron Egerton, Colin Firth, Mark Strong, Channing Tatum","United Kingdom, United States",0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117416779.06,463912183.46,346495404.4,0.7468986949550032
Valerian and the City of a Thousand Planets,6.4,2017,7,PG-13,136.0,Luc Besson,"Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna","France, China, Belgium, Germany, United Arab Emirates, United States, Canada",0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200060127.4,255125593.62,55065466.22,0.2158367000294684
American Made,7.1,2017,9,R,115.0,Doug Liman,"Tom Cruise, Domhnall Gleeson, Sarah Wright, Jesse Plemons","United States, Japan, Colombia",0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56450374.55,152265393.78,95815019.23,0.629263267584215
Fifty Shades Darker,4.6,2017,2,R,118.0,James Foley,"Dakota Johnson, Jamie Dornan, Eric Johnson, Eloise Mumford","United States, China, Japan",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,62095412.0,430768118.29,368672706.29,0.8558495641541504
Suburbicon,5.8,2017,10,R,105.0,George Clooney,"Matt Damon, Julianne Moore, Oscar Isaac, Noah Jupe","United Kingdom, United States, China",0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28225187.27,14416135.2,-13809052.07,-0.9578886350899374
Ghost in the Shell,6.3,2017,3,PG-13,107.0,Rupert Sanders,"Scarlett Johansson, Pilou Asb k, Takeshi Kitano, Juliette Binoche","United States, India, Hong Kong, China, Canada",0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124190824.01,191758473.23,67567649.21999998,0.3523580892248638
Paddington 2,7.8,2017,1,PG,103.0,Paul King,"Ben Whishaw, Hugh Grant, Hugh Bonneville, Sally Hawkins","United Kingdom, France, United States, China, Canada",0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45160299.64,257407828.07,212247528.43,0.8245573960255824
"I, Tonya",7.5,2017,1,R,119.0,Craig Gillespie,"Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson","United States, United Kingdom",0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12419082.4,60897870.37,48478787.97,0.7960670492326775
War for the Planet of the Apes,7.4,2017,7,PG-13,140.0,Matt Reeves,"Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval",United States,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,169351123.65,554026288.4,384675164.75,0.6943265559851366
American Assassin,6.2,2017,9,R,111.0,Michael Cuesta,"Dylan O Brien, Michael Keaton, Sanaa Lathan, Taylor Kitsch",United States,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37257247.2,75907901.9,38650654.7,0.5091782769983265
Disobedience,6.6,2017,4,R,114.0,Sebasti n Lelio,"Rachel Weisz, Rachel McAdams, Alessandro Nivola, Anton Lesser","Ireland, United Kingdom, United States",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6774044.95,9035650.17,2261605.2199999997,0.25029800594858576
"Roman J. Israel, Esq.",6.5,2017,11,PG-13,122.0,Dan Gilroy,"Denzel Washington, Colin Farrell, Carmen Ejogo, Lynda Gravatt","Canada, United Arab Emirates, United States",0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,24838164.8,14706293.52,-10131871.280000001,-0.6889479844952803
Gifted,7.6,2017,4,PG-13,101.0,Marc Webb,"Chris Evans, Mckenna Grace, Lindsay Duncan, Octavia Spencer",United States,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7903052.44,48625510.4,40722457.96,0.8374710645710776
Darkest Hour,7.4,2017,12,PG-13,125.0,Joe Wright,"Gary Oldman, Lily James, Kristin Scott Thomas, Ben Mendelsohn","United Kingdom, United States, China",0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,33870224.73,170307702.34,136437477.61,0.8011233534089848
Anna and the Apocalypse,6.0,2017,11,R,93.0,John McPhail,"Ella Hunt, Malcolm Cumming, Sarah Swire, Christopher Leveaux",United Kingdom,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,760412.51,0.0,0.0
Good Time,7.3,2017,8,R,102.0,"Benny Safdie, Josh Safdie","Robert Pattinson, Benny Safdie, Jennifer Jason Leigh, Buddy Duress",United States,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5080533.71,3706948.2,-1373585.5099999998,-0.3705434864182887
The Ritual,6.3,2017,2,TV-MA,94.0,David Bruckner,"Rafe Spall, Arsher Ali, Robert James Collier, Sam Troughton","United Kingdom, Canada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,2016381.41,0.0,0.0
Kong: Skull Island,6.6,2017,3,PG-13,118.0,Jordan Vogt Roberts,"Tom Hiddleston, Samuel L Jackson, Brie Larson, John C Reilly","United States, China",0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,208866385.83,639755269.53,430888883.6999999,0.6735214295562661
Papillon,7.2,2017,8,R,133.0,Michael Noer,"Charlie Hunnam, Damijan Oklopdzic, Christopher Fairbank, Jason Ryan","United States, Czech Republic, Spain",0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11358834.85,0.0,0.0
The Big Sick,7.5,2017,7,R,120.0,Michael Showalter,"Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano",United States,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5645037.45,63689102.04,58044064.589999996,0.9113657239749646
Okja,7.3,2017,6,TV-MA,120.0,Bong Joon Ho,"Tilda Swinton, Paul Dano, Seo hyun Ahn, Jake Gyllenhaal","South Korea, United States",0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56450374.55,2314265.52,-54136109.029999994,-23.392349997073797
The Circle,5.3,2017,4,PG-13,110.0,James Ponsoldt,"Emma Watson, Tom Hanks, John Boyega, Ellar Coltrane","United Arab Emirates, United States, France",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,20322134.84,45901379.03,25579244.19,0.5572652658928187
The Fate of the Furious,6.6,2017,4,PG-13,136.0,F Gary Gray,"Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez","United States, China, Japan",0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,282251872.75,1395459037.11,1113207164.36,0.7977354653601696
Shot Caller,7.3,2017,8,R,121.0,Ric Roman Waugh,"Nikolaj Coster Waldau, Omari Hardwick, Lake Bell, Jon Bernthal",United States,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,3884194.47,0.0,0.0
Picture of Beauty,3.4,2017,4,,70.0,Maxim Ford,"Taylor Sands, Danielle Rose, Pawel Hajnos, Magdalena Bochan Jachimek",United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,136609.91,0.0,0.0,0.0
The Shack,6.2,2017,3,PG-13,132.0,Stuart Hazeldine,"Sam Worthington, Octavia Spencer, Tim McGraw, Radha Mitchell","United States, Canada, Hong Kong",0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,22580149.82,109448374.03,86868224.21000001,0.7936913177548829
The Dark Tower,5.6,2017,8,PG-13,95.0,Nikolaj Arcel,"Idris Elba, Matthew McConaughey, Tom Taylor, Dennis Haysbert",United States,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67740449.46,127838735.27,60098285.81,0.4701101405850916
Pitch Perfect 3,5.8,2017,12,PG-13,93.0,Trish Sie,"Anna Kendrick, Rebel Wilson, Brittany Snow, Anna Camp","United States, China",0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50805337.09,209318378.34,158513041.25,0.7572820050828223
First Reformed,7.1,2017,5,R,113.0,Paul Schrader,"Ethan Hawke, Amanda Seyfried, Cedric the Entertainer, Victoria Hill","United States, United Kingdom, Australia",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3951526.22,4360789.18,409262.9599999995,0.09385066397545949
Hot Summer Nights,6.3,2017,7,R,107.0,Elijah Bynum,"Timoth e Chalamet, Maika Monroe, Alex Roe, Emory Cohen",United States,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,277886.0,0.0,0.0
Only the Brave,7.6,2017,10,PG-13,134.0,Joseph Kosinski,"Josh Brolin, Miles Teller, Jeff Bridges, Jennifer Connelly",United States,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42902284.66,29750839.94,-13151444.719999995,-0.4420528881377187
Finding Your Feet,6.7,2017,3,PG-13,111.0,Richard Loncraine,"Imelda Staunton, Celia Imrie, Timothy Spall, Joanna Lumley",United Kingdom,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7376934.95,17810719.77,10433784.82,0.5858148887151909
Before I Fall,6.4,2017,3,PG-13,98.0,Ry Russo Young,"Zoey Deutch, Halston Sage, Cynthy Wu, Medalion Rahimi",United States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5645037.45,18486191.4,12841153.95,0.6946349127381641
The Disaster Artist,7.3,2017,12,R,104.0,James Franco,"James Franco, Dave Franco, Ari Graynor, Seth Rogen",United States,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11290074.91,33667698.85,22377623.94,0.6646615214095631
Thoroughbreds,6.6,2017,3,R,92.0,Cory Finley,"Olivia Cooke, Anya Taylor Joy, Anton Yelchin, Paul Sparks",United States,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6774044.95,3598434.77,-3175610.18,-0.8824976366043729
The Endless,6.5,2017,4,Not Rated,111.0,"Justin Benson, Aaron Moorhead","Aaron Moorhead, Justin Benson, Callie Hernandez, Tate Ellington",United States,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1079810.99,0.0,0.0
You Were Never Really Here,6.7,2017,4,R,89.0,Lynne Ramsay,"Joaquin Phoenix, Judith Roberts, Ekaterina Samsonov, John Doman","United Kingdom, France, United States",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10568090.43,0.0,0.0
The Florida Project,7.6,2017,11,R,111.0,Sean Baker,"Brooklynn Prince, Bria Vinaite, Willem Dafoe, Christopher Rivera",United States,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2258014.98,12367912.39,10109897.41,0.8174295783477813
The Hitman's Bodyguard,6.9,2017,8,R,118.0,Patrick Hughes,"Ryan Reynolds, Samuel L Jackson, Gary Oldman, Elodie Yung","United States, Hong Kong, Bulgaria, Netherlands, Canada, United Kingdom, France",0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33870224.73,207092363.94,173222139.21,0.836448702957425
Geostorm,5.3,2017,10,PG-13,109.0,Dean Devlin,"Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara",United States,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,135480898.92,250188240.64,114707341.72,0.4584841454840969
Happy Death Day,6.6,2017,10,PG-13,96.0,Christopher Landon,"Jessica Rothe, Israel Broussard, Ruby Modine, Charles Aitken",United States,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5419235.96,141667031.28,136247795.32,0.9617466681482929
Bright,6.3,2017,12,TV-MA,117.0,David Ayer,"Will Smith, Joel Edgerton, Noomi Rapace, Edgar Ram rez",United States,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,101610674.19,0.0,0.0,0.0
Downsizing,5.8,2017,12,R,135.0,Alexander Payne,"Matt Damon, Christoph Waltz, Hong Chau, Kristen Wiig","United States, Norway",0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,76772509.39,62099803.84,-14672705.549999997,-0.2362761980344445
Columbus,7.2,2017,8,Not Rated,100.0,Kogonada,"John Cho, Haley Lu Richardson, Parker Posey, Michelle Forbes",United States,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1234092.12,0.0,0.0
Office Christmas Party,5.9,2016,12,R,105.0,"Josh Gordon, Will Speck","Jason Bateman, Olivia Munn, T J Miller, Jennifer Aniston","United States, India",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51446297.23,130903730.25,79457433.02000001,0.6069913582160888
Rogue One: A Star Wars Story,7.8,2016,12,PG-13,133.0,Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen",United States,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,228650209.9,1210339469.92,981689260.0200001,0.8110858849252325
Zoolander 2,4.7,2016,2,PG-13,101.0,Ben Stiller,"Ben Stiller, Owen Wilson, Pen lope Cruz, Will Ferrell","United States, Italy",0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57162552.47,64848278.3,7685725.829999998,0.11851857954415419
Split,7.3,2016,1,PG-13,117.0,M Night Shyamalan,"James McAvoy, Anya Taylor Joy, Haley Lu Richardson, Jessica Sula","United States, Japan",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10289259.45,318343304.47,308054045.02000004,0.9676787314024705
The Handmaiden,8.1,2016,6,Not Rated,145.0,Park Chan wook,"Kim Min hee, Ha Jung woo, Cho Jin woong, Moon So ri",South Korea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,43277374.06,0.0,0.0
Better Watch Out,6.5,2016,10,R,89.0,Chris Peckover,"Olivia DeJonge, Levi Miller, Ed Oxenbould, Aleks Mikic","Australia, United States",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,201541.44,0.0,0.0
Nocturnal Animals,7.5,2016,12,R,116.0,Tom Ford,"Amy Adams, Jake Gyllenhaal, Michael Shannon, Aaron Taylor Johnson","United States, China",0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,25723148.61,34654062.33,8930913.719999999,0.2577162133245346
Storks,6.8,2016,9,PG,87.0,"Nicholas Stoller, Doug Sweetland","Andy Samberg, Katie Crown, Kelsey Grammer, Jennifer Aniston",United States,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80027573.46,209798317.92,129770744.46,0.6185499757413879
